timestamp,site,line_id,sensor_id,temperature_c,vibration_mms,debit_uh
2026-04-12T23:03:28,Lyon,1,SLYO-L1-T01,62.56,5.7374264963590225,119.77
2026-04-08T04:33:11,Saint-Etienne,1,SSAI-L1-T01,68.06,3.6341229972156976,112.18
2026-04-15T12:15:24,Saint-Etienne,3,SSAI-L3-T01,66.36,3.5857291671935596,92.94
2026-04-01T22:54:00,Roubaix,1,SROU-L1-T01,70.91,3.268498612309725,130.84
2026-04-18T13:41:03,Roubaix,1,SROU-L1-T01,75.27,2.8859752616681376,120.72
2026-04-04T17:38:37,Saint-Etienne,2,SSAI-L2-T01,50.84,4.4336548508999565,96.28
2026-04-01T04:38:29,Roubaix,1,SROU-L1-T01,54.42,4.153618954714848,98.61
2026-04-09T02:45:03,Roubaix,4,SROU-L4-T01,55.47,2.325463397355375,108.05
2026-04-24T00:09:03,Saint-Etienne,3,SSAI-L3-T01,62.46,4.126562446486407,92.1
2026-04-16T04:37:59,Saint-Etienne,1,SSAI-L1-T01,52.99,4.864362242106235,124.76
2026-04-17T20:47:01,Saint-Etienne,3,SSAI-L3-T01,67.11,4.477186504981795,101.18
2026-04-15T04:27:19,Lyon,1,SLYO-L1-T01,72.6,5.2419235657238135,95.96
2026-04-02T05:22:51,Roubaix,1,SROU-L1-T01,65.21,4.4690390396412285,116.15
2026-04-23T19:43:00,Saint-Etienne,1,SSAI-L1-T01,69.24,4.701547669596249,114.0
2026-04-25T07:57:06,Roubaix,2,SROU-L2-T01,59.38,6.572132360310729,93.5
2026-04-20T10:20:53,Roubaix,2,SROU-L2-T01,65.62,1.914356455748546,112.43
2026-04-09T16:17:21,Roubaix,1,SROU-L1-T01,66.19,5.355681152251558,123.78
2026-04-26T12:12:41,Roubaix,2,SROU-L2-T01,65.46,3.0921071111642147,96.57
2026-04-12T10:47:15,Lyon,1,SLYO-L1-T01,78.25,5.762942885814216,80.38
2026-04-26T08:16:09,Saint-Etienne,2,SSAI-L2-T01,57.99,4.146753867010172,111.07
2026-04-14T13:59:28,Roubaix,4,SROU-L4-T01,53.74,4.673185413568461,105.52
2026-04-23T17:06:26,Roubaix,2,SROU-L2-T01,60.29,4.427320899689145,112.61
2026-04-25T08:43:09,Roubaix,1,SROU-L1-T01,71.62,6.178721105525221,109.45
2026-04-17T13:49:18,Roubaix,3,SROU-L3-T01,159.44,12.0,102.7
2026-04-12T01:40:14,Roubaix,4,SROU-L4-T01,54.64,4.496397737286989,118.26
2026-04-15T01:01:25,Roubaix,4,SROU-L4-T01,49.9,3.7980108972413165,132.78
2026-04-14T16:51:38,Roubaix,2,SROU-L2-T01,63.44,5.74625732641834,133.87
2026-04-28T14:06:42,Saint-Etienne,1,SSAI-L1-T01,66.43,5.46751140401805,138.97
2026-04-23T11:53:03,Roubaix,3,SROU-L3-T01,159.92,12.0,117.93
2026-04-11T16:22:48,Roubaix,3,SROU-L3-T01,158.17,12.0,109.48
2026-04-02T05:21:00,Lyon,1,SLYO-L1-T01,56.99,5.124021782259606,93.54
2026-04-02T12:40:57,Lyon,1,SLYO-L1-T01,62.96,4.54608967068139,126.16
2026-04-18T01:06:47,Roubaix,4,SROU-L4-T01,62.91,2.5801918828462655,115.28
2026-04-27T22:44:59,Lyon,1,SLYO-L1-T01,65.61,4.5203089553273745,111.52
2026-04-13T14:25:44,Saint-Etienne,3,SSAI-L3-T01,63.39,1.790211645894636,113.83
2026-04-18T23:22:14,Lyon,1,SLYO-L1-T01,71.41,5.109087600208224,91.53
2026-04-23T00:14:17,Roubaix,4,SROU-L4-T01,51.22,4.040981236821587,80.0
2026-04-17T12:43:09,Roubaix,2,SROU-L2-T01,65.7,5.154956071132214,101.9
2026-04-04T05:08:37,Lyon,1,SLYO-L1-T01,60.46,5.102600846405505,108.95
2026-04-15T21:08:28,Saint-Etienne,3,SSAI-L3-T01,62.59,3.5404432140022566,130.27
2026-04-11T21:43:01,Lyon,1,SLYO-L1-T01,53.56,,108.93
2026-04-01T06:57:56,Lyon,1,SLYO-L1-T01,67.43,5.06305718244467,112.82
2026-04-07T14:43:48,Lyon,1,SLYO-L1-T01,63.44,4.332354228910752,122.2
2026-04-21T18:50:46,Lyon,1,SLYO-L1-T01,69.23,6.010132149926315,103.0
2026-04-27T23:22:23,Roubaix,2,SROU-L2-T01,70.95,5.861717047044623,112.14
2026-04-01T23:55:34,Saint-Etienne,1,SSAI-L1-T01,77.88,5.078646952585855,112.5
2026-04-16T08:40:41,Saint-Etienne,3,SSAI-L3-T01,61.37,4.369464133427185,122.35
2026-04-21T13:24:46,Lyon,1,SLYO-L1-T01,76.81,4.149639395120808,101.19
2026-04-18T15:41:22,Lyon,1,SLYO-L1-T01,74.2,3.392112343450284,97.47
2026-04-26T12:03:47,Roubaix,2,SROU-L2-T01,63.6,4.126086636818929,94.24
2026-04-29T10:10:56,Roubaix,1,SROU-L1-T01,63.15,3.3438922605230106,99.96
2026-04-17T03:15:09,Roubaix,3,SROU-L3-T01,156.82,12.0,107.86
2026-04-01T08:49:54,Roubaix,2,SROU-L2-T01,77.58,4.567070196794256,101.81
2026-04-25T07:18:13,Roubaix,4,SROU-L4-T01,64.71,3.519332186607874,123.35
2026-04-05T03:27:53,Roubaix,2,SROU-L2-T01,66.23,5.199058624298473,122.7
2026-04-02T23:17:57,Saint-Etienne,1,SSAI-L1-T01,65.55,6.235990793936303,93.76
2026-04-29T04:58:31,Saint-Etienne,2,SSAI-L2-T01,60.46,3.747148398719314,113.84
2026-04-03T07:20:13,Lyon,1,SLYO-L1-T01,68.26,5.55991144860389,85.98
2026-04-19T08:54:25,Saint-Etienne,1,SSAI-L1-T01,69.71,2.49941734796004,113.8
2026-04-07T07:40:55,Lyon,1,SLYO-L1-T01,68.88,4.522539464601228,104.13
2026-04-24T08:51:33,Roubaix,2,SROU-L2-T01,58.38,4.490732518580096,111.77
2026-04-01T22:44:13,Saint-Etienne,2,SSAI-L2-T01,61.25,3.5689950031878346,105.52
2026-04-05T06:02:13,Saint-Etienne,2,SSAI-L2-T01,58.82,3.081578981387075,102.7
2026-04-27T12:20:10,Lyon,1,SLYO-L1-T01,61.76,3.9890529748144345,114.04
2026-04-11T01:38:23,Lyon,1,SLYO-L1-T01,79.42,4.107585978534283,124.49
2026-04-26T17:36:56,Roubaix,2,SROU-L2-T01,71.38,3.7183122175596526,104.02
2026-04-16T15:12:52,Roubaix,2,SROU-L2-T01,67.13,3.218918044209054,104.04
2026-04-27T16:51:39,Lyon,1,SLYO-L1-T01,53.13,2.880254506636055,94.27
2026-04-07T14:44:11,Saint-Etienne,1,SSAI-L1-T01,60.57,3.2389077477081814,87.31
2026-04-16T20:41:01,Roubaix,2,SROU-L2-T01,64.27,4.356877823521445,101.34
2026-04-19T13:32:05,Lyon,1,SLYO-L1-T01,71.39,2.268428222066857,118.48
2026-04-21T11:54:43,Saint-Etienne,1,SSAI-L1-T01,58.51,4.018586255115497,131.54
2026-04-14T16:34:49,Saint-Etienne,2,SSAI-L2-T01,60.26,4.692699035820914,104.06
2026-04-26T16:38:25,Saint-Etienne,2,SSAI-L2-T01,68.31,4.979137806246125,100.29
2026-04-15T23:39:14,Roubaix,3,SROU-L3-T01,157.33,12.0,91.55
2026-04-03T17:33:00,Saint-Etienne,3,SSAI-L3-T01,52.46,4.433128242171577,100.74
2026-04-07T07:48:24,Roubaix,3,SROU-L3-T01,147.3,12.0,114.48
2026-04-18T22:12:11,Roubaix,1,SROU-L1-T01,54.52,6.01171730648082,114.02
2026-04-24T17:04:19,Saint-Etienne,3,SSAI-L3-T01,46.59,4.550339475307371,135.44
2026-04-01T05:56:26,Roubaix,3,SROU-L3-T01,159.64,12.0,111.18
2026-04-23T03:53:31,Saint-Etienne,2,SSAI-L2-T01,75.57,4.267760336528128,110.56
2026-04-11T12:19:12,Roubaix,1,SROU-L1-T01,66.18,2.7554634078343767,96.3
2026-04-25T05:32:55,Saint-Etienne,2,SSAI-L2-T01,53.17,3.1634063349864534,107.93
2026-04-12T00:10:18,Saint-Etienne,2,SSAI-L2-T01,58.46,1.1586151978296193,108.99
2026-04-02T01:35:44,Saint-Etienne,3,SSAI-L3-T01,62.29,3.345889280439765,135.4
2026-04-28T04:15:41,Roubaix,1,SROU-L1-T01,67.87,2.6103433688460314,106.71
2026-04-08T16:27:47,Saint-Etienne,3,SSAI-L3-T01,78.48,2.626904718278568,114.45
2026-04-02T08:08:04,Saint-Etienne,1,SSAI-L1-T01,55.32,4.869977124816162,93.78
2026-04-18T05:37:51,Saint-Etienne,3,SSAI-L3-T01,67.83,2.5878981193997097,118.4
2026-04-24T02:29:35,Roubaix,2,SROU-L2-T01,65.26,2.66908874998015,118.05
2026-04-21T15:48:07,Roubaix,4,SROU-L4-T01,68.18,5.301075474862734,114.29
2026-04-10T20:25:04,Lyon,1,SLYO-L1-T01,68.93,4.486723097962366,106.64
2026-04-22T20:27:13,Lyon,1,SLYO-L1-T01,62.96,3.937235359005528,80.0
2026-04-15T15:30:06,Saint-Etienne,3,SSAI-L3-T01,66.73,3.6109041184892146,103.44
2026-04-18T01:26:47,Roubaix,2,SROU-L2-T01,49.65,3.3090515907346267,125.58
2026-04-03T06:33:31,Saint-Etienne,3,SSAI-L3-T01,63.93,2.63747010213274,111.85
2026-04-11T14:42:49,Saint-Etienne,1,SSAI-L1-T01,65.06,5.125077021202165,92.91
2026-04-13T08:14:30,Roubaix,3,SROU-L3-T01,150.29,12.0,110.08
2026-04-13T23:54:52,Roubaix,3,SROU-L3-T01,147.86,12.0,132.24
2026-04-19T19:52:09,Saint-Etienne,1,SSAI-L1-T01,76.22,4.244318552635648,100.64
2026-04-12T10:22:49,Roubaix,1,SROU-L1-T01,72.1,1.2868074578387567,133.24
2026-04-03T17:23:53,Saint-Etienne,1,SSAI-L1-T01,60.83,3.777006741774542,80.0
2026-04-21T15:38:26,Roubaix,2,SROU-L2-T01,67.04,2.9481240149075174,103.49
2026-04-05T15:15:09,Roubaix,3,SROU-L3-T01,147.77,12.0,106.37
2026-04-03T20:45:53,Roubaix,1,SROU-L1-T01,63.14,4.541247057360882,105.13
2026-04-28T08:17:02,Roubaix,4,SROU-L4-T01,47.35,3.9173148557991255,102.72
2026-04-17T16:30:53,Lyon,1,SLYO-L1-T01,55.93,2.237332511154766,90.25
2026-04-17T03:04:25,Roubaix,3,SROU-L3-T01,148.45,12.0,110.71
2026-04-28T20:47:17,Roubaix,4,SROU-L4-T01,56.6,3.182209265535469,105.49
2026-04-02T05:39:52,Roubaix,3,SROU-L3-T01,150.43,12.0,91.13
2026-04-14T06:34:11,Lyon,1,SLYO-L1-T01,63.83,3.4749288628242296,120.34
2026-04-17T06:17:10,Roubaix,4,SROU-L4-T01,73.84,3.691005332267675,105.49
2026-04-05T13:19:02,Saint-Etienne,1,SSAI-L1-T01,72.35,3.3042921721104173,114.0
2026-04-03T11:47:57,Saint-Etienne,2,SSAI-L2-T01,64.74,3.171369027161566,111.16
2026-04-02T13:35:41,Saint-Etienne,2,SSAI-L2-T01,75.64,1.5590742154732358,110.32
2026-04-18T13:09:07,Saint-Etienne,1,SSAI-L1-T01,67.45,3.443742279966721,112.03
2026-04-04T17:27:09,Saint-Etienne,2,SSAI-L2-T01,52.14,1.692324745915509,113.28
2026-04-03T13:40:04,Roubaix,1,SROU-L1-T01,60.8,2.3050585186927504,128.04
2026-04-05T12:11:23,Lyon,1,SLYO-L1-T01,63.86,3.83894328332102,122.01
2026-04-24T07:16:51,Saint-Etienne,2,SSAI-L2-T01,63.06,3.663718731591721,113.7
2026-04-13T03:59:35,Lyon,1,SLYO-L1-T01,65.23,6.690389262450872,110.6
2026-04-08T16:24:53,Roubaix,4,SROU-L4-T01,63.42,2.9398185973709308,116.34
2026-04-08T16:15:56,Lyon,1,SLYO-L1-T01,73.69,6.236458342480322,120.6
2026-04-25T00:38:46,Roubaix,2,SROU-L2-T01,77.03,5.071511949387465,114.67
2026-04-02T16:22:27,Saint-Etienne,2,SSAI-L2-T01,66.96,6.128750072514595,121.81
2026-04-02T10:58:52,Roubaix,2,SROU-L2-T01,60.48,1.7905594775353204,134.27
2026-04-01T07:07:58,Saint-Etienne,3,SSAI-L3-T01,74.39,4.2569247382377196,112.21
2026-04-13T05:26:28,Saint-Etienne,2,SSAI-L2-T01,48.8,2.752976984051401,119.74
2026-04-22T20:55:32,Saint-Etienne,2,SSAI-L2-T01,72.54,,115.98
2026-04-29T20:53:26,Roubaix,1,SROU-L1-T01,54.86,5.728586496546665,105.67
2026-04-11T14:55:16,Lyon,1,SLYO-L1-T01,72.08,4.887719812667924,116.94
2026-04-22T07:12:09,Saint-Etienne,2,SSAI-L2-T01,71.05,4.046228280494844,97.35
2026-04-03T10:57:44,Roubaix,3,SROU-L3-T01,148.81,12.0,116.22
2026-04-08T05:10:44,Saint-Etienne,1,SSAI-L1-T01,68.83,3.8724586054309094,119.12
2026-04-13T00:11:49,Roubaix,3,SROU-L3-T01,148.3,12.0,99.83
2026-04-06T22:54:08,Roubaix,3,SROU-L3-T01,148.37,12.0,98.29
2026-04-10T03:49:24,Lyon,1,SLYO-L1-T01,68.83,3.7985174702937687,115.03
2026-04-02T04:43:28,Saint-Etienne,1,SSAI-L1-T01,74.91,3.238886331528554,91.73
2026-04-18T12:23:08,Saint-Etienne,3,SSAI-L3-T01,72.65,4.109643347515785,96.28
2026-04-07T02:07:26,Lyon,1,SLYO-L1-T01,74.66,4.535358575909402,90.55
2026-04-05T23:45:08,Saint-Etienne,3,SSAI-L3-T01,64.68,4.638858893790827,123.06
2026-04-09T15:04:32,Saint-Etienne,2,SSAI-L2-T01,65.07,2.4900316439574874,106.47
2026-04-28T17:03:55,Saint-Etienne,3,SSAI-L3-T01,62.65,5.105176107841602,124.14
2026-04-24T08:28:46,Saint-Etienne,1,SSAI-L1-T01,71.87,3.911919746184226,119.06
2026-04-03T20:55:31,Lyon,1,SLYO-L1-T01,69.05,3.5846312446371322,108.86
2026-04-25T05:20:21,Saint-Etienne,2,SSAI-L2-T01,70.74,4.984961795705443,123.17
2026-04-24T07:39:11,Lyon,1,SLYO-L1-T01,69.51,3.024591961113714,119.56
2026-04-29T07:16:17,Saint-Etienne,2,SSAI-L2-T01,78.06,1.006766945579437,91.95
2026-04-22T10:30:27,Saint-Etienne,2,SSAI-L2-T01,60.89,3.909111238649382,110.62
2026-04-15T03:39:46,Roubaix,2,SROU-L2-T01,47.68,5.55244576745754,106.29
2026-04-28T23:29:29,Saint-Etienne,1,SSAI-L1-T01,56.99,4.360992670707747,95.53
2026-04-01T14:11:26,Saint-Etienne,2,SSAI-L2-T01,56.6,4.604825180010905,101.13
2026-04-28T01:55:17,Saint-Etienne,1,SSAI-L1-T01,62.14,2.6896979913539814,97.21
2026-04-05T19:23:44,Saint-Etienne,1,SSAI-L1-T01,64.11,4.7127848980383815,113.68
2026-04-29T11:07:29,Lyon,1,SLYO-L1-T01,52.58,5.227159375842335,103.08
2026-04-26T04:28:46,Saint-Etienne,2,SSAI-L2-T01,64.08,4.209095849559194,121.84
2026-04-20T02:06:50,Roubaix,2,SROU-L2-T01,61.27,2.1866817703515125,104.7
2026-04-06T11:51:59,Roubaix,4,SROU-L4-T01,66.32,2.12228143546075,132.51
2026-04-19T10:51:56,Saint-Etienne,1,SSAI-L1-T01,79.22,3.7287391062666004,122.09
2026-04-04T03:33:22,Saint-Etienne,2,SSAI-L2-T01,55.74,4.307065134315651,117.99
2026-04-25T22:13:17,Saint-Etienne,2,SSAI-L2-T01,53.3,4.4998320661825915,100.89
2026-04-18T13:18:53,Saint-Etienne,3,SSAI-L3-T01,70.86,2.4586516164593273,119.56
2026-04-19T05:16:00,Lyon,1,SLYO-L1-T01,57.91,3.6120867735623823,116.23
2026-04-16T00:03:35,Roubaix,1,SROU-L1-T01,71.61,4.65429609564348,109.59
2026-04-25T19:28:29,Roubaix,4,SROU-L4-T01,63.56,3.995938007029301,89.75
2026-04-12T04:24:47,Saint-Etienne,3,SSAI-L3-T01,54.77,4.107997866983128,108.85
2026-04-24T03:35:32,Saint-Etienne,2,SSAI-L2-T01,66.41,2.9530315360874173,113.43
2026-04-18T20:30:31,Roubaix,3,SROU-L3-T01,141.52,12.0,124.9
2026-04-21T00:44:09,Roubaix,3,SROU-L3-T01,149.16,12.0,127.28
2026-04-20T10:24:55,Roubaix,4,SROU-L4-T01,90.0,2.4920752571121776,118.64
2026-04-10T03:24:38,Saint-Etienne,3,SSAI-L3-T01,59.36,2.2689908664993244,84.01
2026-04-11T20:04:53,Saint-Etienne,2,SSAI-L2-T01,59.07,5.235961763404911,109.8
2026-04-12T12:37:21,Lyon,1,SLYO-L1-T01,67.2,4.860343983876258,80.0
2026-04-09T00:58:10,Roubaix,1,SROU-L1-T01,77.73,3.3633296828170285,104.63
2026-04-11T05:30:11,Lyon,1,SLYO-L1-T01,65.77,2.7680139100778103,108.65
2026-04-02T21:56:24,Saint-Etienne,3,SSAI-L3-T01,51.55,3.689540860151978,105.21
2026-04-08T18:30:28,Saint-Etienne,1,SSAI-L1-T01,68.18,4.416797914478338,106.86
2026-04-11T02:46:35,Roubaix,2,SROU-L2-T01,67.25,4.573865316796482,132.8
2026-04-25T02:56:27,Roubaix,3,SROU-L3-T01,153.14,12.0,132.61
2026-04-19T14:10:33,Saint-Etienne,2,SSAI-L2-T01,54.79,4.377717885588578,111.99
2026-04-05T14:01:08,Lyon,1,SLYO-L1-T01,59.01,3.139240304580922,121.72
2026-04-23T02:22:52,Roubaix,4,SROU-L4-T01,63.57,4.053672293413646,95.16
2026-04-16T09:27:36,Saint-Etienne,2,SSAI-L2-T01,62.22,4.124509942734569,114.38
2026-04-19T16:22:05,Roubaix,4,SROU-L4-T01,62.86,4.395599126930802,80.48
2026-04-02T11:27:15,Saint-Etienne,2,SSAI-L2-T01,62.87,2.598775233092417,112.16
2026-04-08T10:35:31,Lyon,1,SLYO-L1-T01,71.55,5.872569156896716,110.57
2026-04-16T21:26:34,Roubaix,2,SROU-L2-T01,62.89,3.7055438568540695,113.4
2026-04-12T08:32:16,Roubaix,4,SROU-L4-T01,62.93,5.829557216914317,126.54
2026-04-15T22:48:39,Saint-Etienne,3,SSAI-L3-T01,63.24,2.92180199730152,111.92
2026-04-07T19:37:13,Saint-Etienne,1,SSAI-L1-T01,58.68,4.217852474808776,89.3
2026-04-27T18:00:08,Saint-Etienne,1,SSAI-L1-T01,57.62,3.207699908990545,93.21
2026-04-27T00:03:45,Saint-Etienne,2,SSAI-L2-T01,72.24,4.133309119778679,112.81
2026-04-28T18:22:24,Saint-Etienne,3,SSAI-L3-T01,65.52,2.7137886961850617,120.58
2026-04-21T03:43:57,Saint-Etienne,2,SSAI-L2-T01,66.68,3.2458419402035554,117.19
2026-04-12T12:05:00,Roubaix,1,SROU-L1-T01,65.81,3.9491576587624944,107.55
2026-04-22T20:48:08,Saint-Etienne,2,SSAI-L2-T01,62.66,4.229442775174667,108.2
2026-04-10T23:28:46,Roubaix,1,SROU-L1-T01,61.84,3.5127913099741614,109.75
2026-04-14T00:52:39,Roubaix,2,SROU-L2-T01,67.48,2.8624936673172754,109.25
2026-04-14T15:20:36,Saint-Etienne,3,SSAI-L3-T01,64.4,3.3685669526505695,110.99
2026-04-05T19:42:21,Roubaix,4,SROU-L4-T01,66.85,,126.04
2026-04-14T05:04:49,Lyon,1,SLYO-L1-T01,60.9,2.714103924924398,111.04
2026-04-04T03:15:33,Saint-Etienne,1,SSAI-L1-T01,73.71,5.183872266011697,135.7
2026-04-03T01:09:29,Roubaix,4,SROU-L4-T01,57.19,2.2006592937454896,102.09
2026-04-15T13:42:18,Saint-Etienne,1,SSAI-L1-T01,69.52,5.294626373751475,110.03
2026-04-17T06:12:46,Lyon,1,SLYO-L1-T01,59.78,3.9005595646578595,113.83
2026-04-29T10:57:11,Saint-Etienne,2,SSAI-L2-T01,64.36,2.357675679995377,99.53
2026-04-17T13:08:43,Lyon,1,SLYO-L1-T01,64.95,6.069576294425803,131.55
2026-04-28T09:20:17,Roubaix,4,SROU-L4-T01,58.6,4.604835196386313,112.58
2026-04-15T07:15:23,Roubaix,1,SROU-L1-T01,65.1,4.228560751322292,134.3
2026-04-05T06:11:55,Roubaix,4,SROU-L4-T01,72.4,5.315659451492542,122.63
2026-04-02T09:47:56,Saint-Etienne,3,SSAI-L3-T01,73.93,5.423258762102063,113.0
2026-04-24T06:47:09,Lyon,1,SLYO-L1-T01,52.07,,104.07
2026-04-29T09:08:16,Roubaix,3,SROU-L3-T01,143.53,12.0,105.73
2026-04-09T12:21:34,Saint-Etienne,2,SSAI-L2-T01,62.55,5.6267856413518125,101.99
2026-04-20T16:33:26,Roubaix,1,SROU-L1-T01,61.1,4.666485939096023,105.11
2026-04-16T11:25:22,Roubaix,4,SROU-L4-T01,65.77,4.914285678705145,111.82
2026-04-20T00:15:24,Roubaix,3,SROU-L3-T01,158.84,12.0,99.81
2026-04-16T20:48:47,Roubaix,2,SROU-L2-T01,55.61,3.0866432935193275,101.75
2026-04-27T18:55:32,Lyon,1,SLYO-L1-T01,67.73,5.492686373851794,101.52
2026-04-07T16:06:27,Saint-Etienne,3,SSAI-L3-T01,56.8,3.1989216579993216,124.67
2026-04-13T17:23:38,Lyon,1,SLYO-L1-T01,78.71,3.71777101538298,86.21
2026-04-19T13:59:44,Roubaix,4,SROU-L4-T01,72.96,5.144089637750302,125.82
2026-04-27T16:42:01,Roubaix,2,SROU-L2-T01,76.59,5.52825156373424,123.66
2026-04-15T12:20:44,Saint-Etienne,1,SSAI-L1-T01,65.89,4.852054747100698,124.72
2026-04-21T01:45:39,Roubaix,4,SROU-L4-T01,65.32,4.231342958295177,100.89
2026-04-13T17:15:15,Lyon,1,SLYO-L1-T01,75.33,2.3382559834299728,89.63
2026-04-21T11:50:00,Roubaix,4,SROU-L4-T01,63.79,3.0870378578787174,125.33
2026-04-09T17:27:28,Saint-Etienne,3,SSAI-L3-T01,65.48,3.7204601721692208,120.42
2026-04-29T14:45:42,Saint-Etienne,2,SSAI-L2-T01,68.13,4.6905092920979605,106.35
2026-04-04T02:15:35,Lyon,1,SLYO-L1-T01,67.54,5.238724470458453,102.15
2026-04-07T03:58:47,Lyon,1,SLYO-L1-T01,60.2,4.5693979269074925,101.84
2026-04-22T12:26:03,Roubaix,3,SROU-L3-T01,142.95,12.0,127.1
2026-04-20T17:13:36,Roubaix,1,SROU-L1-T01,59.24,2.497568812292054,128.17
2026-04-27T14:15:26,Roubaix,4,SROU-L4-T01,64.39,4.515390145859457,110.42
2026-04-07T02:06:16,Saint-Etienne,1,SSAI-L1-T01,78.13,3.4451731797484384,115.6
2026-04-15T12:31:21,Saint-Etienne,2,SSAI-L2-T01,67.21,3.6330115302867747,105.58
2026-04-14T01:59:13,Saint-Etienne,2,SSAI-L2-T01,76.76,3.7912290655563643,106.03
2026-04-10T14:51:50,Saint-Etienne,3,SSAI-L3-T01,63.94,3.5373054067933194,120.11
2026-04-02T19:17:46,Roubaix,2,SROU-L2-T01,71.46,3.7205377236839277,123.25
2026-04-06T23:40:46,Lyon,1,SLYO-L1-T01,60.17,5.09343769541047,89.13
2026-04-04T07:10:17,Saint-Etienne,2,SSAI-L2-T01,72.39,4.105347346949108,121.53
2026-04-13T23:24:38,Saint-Etienne,2,SSAI-L2-T01,68.11,4.2298905966582545,109.0
2026-04-09T21:57:10,Lyon,1,SLYO-L1-T01,63.26,2.35040294114561,114.33
